ObjectId,MeetingType,MeetingDate,Voter,Resolution,Vote,Result
11,Regular Meeting of Council,1/27/2020,Marianne Meed Ward,"Approve City of Burlington Procedure By-law 04-2020 attached as Appendix A to clerks department report CL-01-20, amended as follows:

Remove the wording ""(In the event that the EICS Committee meeting goes beyond the hour of 10:30 p.m., the start time of the CPRM Committee meeting will be 10:00 a.m.)"" from section 11.1; and
Change section 28.1 to read ""All meetings will adjourn when Council, or Committee have completed all business listed on the agenda, or at 10:00 p.m., whichever is earlier. No meeting will proceed beyond the hour of 10:00 p.m.""; and
Delete sections 28.2 and 28.3.; and
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation. Upon review of that material by the Mayor/Chair, City Manager or City Clerk, if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting
",Yes,CARRIED
12,Regular Meeting of Council,1/27/2020,Marianne Meed Ward,"Direct the Chief Financial Officer to review the citys Debt Policy taking into consideration commitments and other long-term obligations including those that are financially supported by community groups, partners and/or stakeholders.",Yes,CARRIED
13,Regular Meeting of Council,1/27/2020,Marianne Meed Ward,Direct the City Manager to consider adding a business license review as a candidate project under the audit and accountability fund.,No,LOST
14,Regular Meeting of Council,1/27/2020,Marianne Meed Ward,"Receive the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January 2020, prepared by SGL Planning & Design and attached as Appendix A to community planning department report PL-02-20; and
Endorse the recommended concept (also referred to as the preliminary preferred concept) as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A), amended as follows:

Exclude from endorsement, subject to the considerations in 2, the recommended concept for the lands identified as:

Village Square Precinct V2 sub area; and
Downtown East Precinct located east of Elizabeth Street and south of Lions Park, and the block bounded by John Street, Maria Street, Elizabeth Street, and James Street; and


Direct the Executive Director of Community Planning, Regulation, and Mobility to consider the following during the development of policy modifications to the adopted Official Plan:

appropriate built form;
enhancement of transition provisions in the Downtown East Mixed-Use Precinct, to ensure an appropriate interface with the areas to both the east and the north;
enhancement of provisions to protect the existing character and streetscape of the Downtown East Mixed-Use Precinct, with particular attention to the pedestrian experience on Elizabeth Street;
appropriate built form in the V2 area of Village Square Precinct, with appropriate performance standards to avoid or mitigate potential impacts from new development on the existing low-rise buildings on Martha Street and existing low-rise buildings west of Pearl Street;
policy or mapping-based solutions to acknowledge, protect, and enhance existing community institutions or other private organizations that provide public services or amenities; and




Recognize the need for a transportation corridor through the Mid-Brant Precinct without presupposing that it must be a road, to allow consideration of the appropriate function of the new transportation corridor during the block planning exercise; and
Direct the Executive Director of Community Planning, Regulation and Mobility to consider, during the development of policy modifications to the adopted Official Plan, enhancement of transition provisions in the Upper Brant Mixed-Use Precinct north of Ghent Avenue to ensure an appropriate interface with the established neighbourhoods to the east; and

Direct the Director of Community Planning to prepare detailed modifications to the Adopted Official Plan to implement the recommended concept as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A).",Yes,CARRIED
15,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
16,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,"Approve the request by Coral Gable Custom Homes to remove one City-owned tree (8 cm Honey Locust) from the City's road allowance at 310 Appleby Line to allow driveway access as part of a development application as outlined in roads, parks and forestry department report RPF-01-20; and
Instruct Coral Gable Custom Homes to provide compensation for the tree removal by providing cash in lieu of replacement totaling $800.  The approved appraisal method is aggregate caliper; and
Direct that all associated costs with respect to the removal of the tree will be the responsibility of Coral Gable Custom Homes, and the contractor hired to removed the tree will be approved by the Manager of Urban Forestry of designate.",Yes,CARRIED
17,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,"Deny the request to remove a public tree at 2123 Kevin Crescent as outlined in roads, parks and forestry department report RPF-03-20.",Yes,CARRIED
18,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,"Approve the request by the homeowner at 297 Kent Crescent to remove the small city tree to widen the property driveway as outlined in roads, parks, and forestry department report RPF-04-20; and 
Instruct the homeowner, Brian Krog, to provide compensation for the tree removal by providing cash in lieu of replacement totaling $1400.  The funds will provide for a new tree to be planted in front of the house and provide care and maintenance for the first two years; and
Direct that all associated costs with respect to the removal of the tree (including stump removal) will be the responsibility of the homeowner, and the contractor hired to remove the tree will require approval by the Manager of Urban Forestry or designate; and 
Restrict the width of the new driveway to an additional 2m to allow for an enlarged tree protection zone for the tree in front of 299 Kent Crescent. ",Yes,CARRIED
19,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,"Approve the Urban Private Tree Bylaw 02-2020, Appendix A to roads, parks and forestry department report RPF-05-20 and repeal existing Bylaw 43-2018 Pilot Private Tree Bylaw, effective January 27, 2020; and
Amend Rates and Fees By-law 52-2019 by replacing page 38 of Appendix A to reflect the amended fees; and
Approve Option 3 - apply the Private Tree By-law to the extent of the Urban Boundary currently and continue consultation with rural landowners, and
Approve Option 3 - cash in Lieu of replacement of $400.00 per replacement tree considered a 30 mm deciduous tree and 125 cm conifer. Number of trees to be calculated as one 30 mm caliper replacement tree for every 10 cm tree cut down.",Yes,CARRIED
20,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,Receive and file legal department report L-01-20 regarding a litigation update.,Yes,CARRIED
21,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,"Approve the application submitted by Bloomfield Developments to draft approve a residential plan of subdivision consisting of 4 lots, 3 blocks and a public road at 5219 Upper Middle Road, 2004 & 2005 Georgina Court and Blocks 262 & 263 of Plan 20M-824, as shown in Appendix A of community planning department report PL-05-20, subject to the conditions contained in Appendix B of that report.",Yes,CARRIED
22,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,"Amend procedure by-law update (CL-01-20) with the following:
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation.  Upon review of that material by the Mayor/Chair, City Manager or City Clerk,  if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting",Yes,CARRIED
23,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,"Authorize travel of an official delegation to Apeldoorn, the Netherlands in May 2020 to celebrate the 15th anniversary of twinning between the City of Burlington and the City of Apeldoorn, comprised of the Mayor, Councillor liaison to the Mundialization Committee, City Manager or designate, a member of Clerks staff, Chair of the Mundialization Committee and the Chair of the Apeldoorn sub-committee to be funded from the Corporate Mundialization Initiatives account and the Mundialization Reserve Fund; and
Approve the purchase of a commemorative gift up to a value of $2,000 including shipping, as the official gift from Burlington to Apeldoorn on the occasion of the 15th twinning anniversary; and
Approve the purchase of a key to the city to present to the Mayor of Apeldoorn, funded from the Mundialization Committee's budget.",Yes,CARRIED
24,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,Approve the proposed structure for twinning relationships contained in Appendix A of clerks department report CL-02-20.,Yes,CARRIED
25,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,"Approve City of Burlington Procedure By-law 04-2020 attached as Appendix A to clerks department report CL-01-20, amended as follows:

Remove the wording ""(In the event that the EICS Committee meeting goes beyond the hour of 10:30 p.m., the start time of the CPRM Committee meeting will be 10:00 a.m.)"" from section 11.1; and
Change section 28.1 to read ""All meetings will adjourn when Council, or Committee have completed all business listed on the agenda, or at 10:00 p.m., whichever is earlier. No meeting will proceed beyond the hour of 10:00 p.m.""; and
Delete sections 28.2 and 28.3.; and
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation. Upon review of that material by the Mayor/Chair, City Manager or City Clerk, if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting
",Yes,CARRIED
26,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,"Direct the Chief Financial Officer to review the citys Debt Policy taking into consideration commitments and other long-term obligations including those that are financially supported by community groups, partners and/or stakeholders.",Yes,CARRIED
27,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,Direct the City Manager to consider adding a business license review as a candidate project under the audit and accountability fund.,No,LOST
28,Regular Meeting of Council,1/27/2020,Kelvin Galbraith,"Receive the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January 2020, prepared by SGL Planning & Design and attached as Appendix A to community planning department report PL-02-20; and
Endorse the recommended concept (also referred to as the preliminary preferred concept) as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A), amended as follows:

Exclude from endorsement, subject to the considerations in 2, the recommended concept for the lands identified as:

Village Square Precinct V2 sub area; and
Downtown East Precinct located east of Elizabeth Street and south of Lions Park, and the block bounded by John Street, Maria Street, Elizabeth Street, and James Street; and


Direct the Executive Director of Community Planning, Regulation, and Mobility to consider the following during the development of policy modifications to the adopted Official Plan:

appropriate built form;
enhancement of transition provisions in the Downtown East Mixed-Use Precinct, to ensure an appropriate interface with the areas to both the east and the north;
enhancement of provisions to protect the existing character and streetscape of the Downtown East Mixed-Use Precinct, with particular attention to the pedestrian experience on Elizabeth Street;
appropriate built form in the V2 area of Village Square Precinct, with appropriate performance standards to avoid or mitigate potential impacts from new development on the existing low-rise buildings on Martha Street and existing low-rise buildings west of Pearl Street;
policy or mapping-based solutions to acknowledge, protect, and enhance existing community institutions or other private organizations that provide public services or amenities; and




Recognize the need for a transportation corridor through the Mid-Brant Precinct without presupposing that it must be a road, to allow consideration of the appropriate function of the new transportation corridor during the block planning exercise; and
Direct the Executive Director of Community Planning, Regulation and Mobility to consider, during the development of policy modifications to the adopted Official Plan, enhancement of transition provisions in the Upper Brant Mixed-Use Precinct north of Ghent Avenue to ensure an appropriate interface with the established neighbourhoods to the east; and

Direct the Director of Community Planning to prepare detailed modifications to the Adopted Official Plan to implement the recommended concept as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A).",Yes,CARRIED
29,Regular Meeting of Council,1/27/2020,Lisa Kearns,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
30,Regular Meeting of Council,1/27/2020,Lisa Kearns,"Approve the request by Coral Gable Custom Homes to remove one City-owned tree (8 cm Honey Locust) from the City's road allowance at 310 Appleby Line to allow driveway access as part of a development application as outlined in roads, parks and forestry department report RPF-01-20; and
Instruct Coral Gable Custom Homes to provide compensation for the tree removal by providing cash in lieu of replacement totaling $800.  The approved appraisal method is aggregate caliper; and
Direct that all associated costs with respect to the removal of the tree will be the responsibility of Coral Gable Custom Homes, and the contractor hired to removed the tree will be approved by the Manager of Urban Forestry of designate.",Yes,CARRIED
31,Regular Meeting of Council,1/27/2020,Lisa Kearns,"Deny the request to remove a public tree at 2123 Kevin Crescent as outlined in roads, parks and forestry department report RPF-03-20.",Yes,CARRIED
32,Regular Meeting of Council,1/27/2020,Lisa Kearns,"Approve the request by the homeowner at 297 Kent Crescent to remove the small city tree to widen the property driveway as outlined in roads, parks, and forestry department report RPF-04-20; and 
Instruct the homeowner, Brian Krog, to provide compensation for the tree removal by providing cash in lieu of replacement totaling $1400.  The funds will provide for a new tree to be planted in front of the house and provide care and maintenance for the first two years; and
Direct that all associated costs with respect to the removal of the tree (including stump removal) will be the responsibility of the homeowner, and the contractor hired to remove the tree will require approval by the Manager of Urban Forestry or designate; and 
Restrict the width of the new driveway to an additional 2m to allow for an enlarged tree protection zone for the tree in front of 299 Kent Crescent. ",Yes,CARRIED
33,Regular Meeting of Council,1/27/2020,Lisa Kearns,"Approve the Urban Private Tree Bylaw 02-2020, Appendix A to roads, parks and forestry department report RPF-05-20 and repeal existing Bylaw 43-2018 Pilot Private Tree Bylaw, effective January 27, 2020; and
Amend Rates and Fees By-law 52-2019 by replacing page 38 of Appendix A to reflect the amended fees; and
Approve Option 3 - apply the Private Tree By-law to the extent of the Urban Boundary currently and continue consultation with rural landowners, and
Approve Option 3 - cash in Lieu of replacement of $400.00 per replacement tree considered a 30 mm deciduous tree and 125 cm conifer. Number of trees to be calculated as one 30 mm caliper replacement tree for every 10 cm tree cut down.",Yes,CARRIED
34,Regular Meeting of Council,1/27/2020,Lisa Kearns,Receive and file legal department report L-01-20 regarding a litigation update.,Yes,CARRIED
35,Regular Meeting of Council,1/27/2020,Lisa Kearns,"Approve the application submitted by Bloomfield Developments to draft approve a residential plan of subdivision consisting of 4 lots, 3 blocks and a public road at 5219 Upper Middle Road, 2004 & 2005 Georgina Court and Blocks 262 & 263 of Plan 20M-824, as shown in Appendix A of community planning department report PL-05-20, subject to the conditions contained in Appendix B of that report.",Yes,CARRIED
36,Regular Meeting of Council,1/27/2020,Lisa Kearns,"Amend procedure by-law update (CL-01-20) with the following:
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation.  Upon review of that material by the Mayor/Chair, City Manager or City Clerk,  if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting",Yes,CARRIED
37,Regular Meeting of Council,1/27/2020,Lisa Kearns,"Authorize travel of an official delegation to Apeldoorn, the Netherlands in May 2020 to celebrate the 15th anniversary of twinning between the City of Burlington and the City of Apeldoorn, comprised of the Mayor, Councillor liaison to the Mundialization Committee, City Manager or designate, a member of Clerks staff, Chair of the Mundialization Committee and the Chair of the Apeldoorn sub-committee to be funded from the Corporate Mundialization Initiatives account and the Mundialization Reserve Fund; and
Approve the purchase of a commemorative gift up to a value of $2,000 including shipping, as the official gift from Burlington to Apeldoorn on the occasion of the 15th twinning anniversary; and
Approve the purchase of a key to the city to present to the Mayor of Apeldoorn, funded from the Mundialization Committee's budget.",Yes,CARRIED
38,Regular Meeting of Council,1/27/2020,Lisa Kearns,Approve the proposed structure for twinning relationships contained in Appendix A of clerks department report CL-02-20.,Yes,CARRIED
39,Regular Meeting of Council,1/27/2020,Lisa Kearns,"Approve City of Burlington Procedure By-law 04-2020 attached as Appendix A to clerks department report CL-01-20, amended as follows:

Remove the wording ""(In the event that the EICS Committee meeting goes beyond the hour of 10:30 p.m., the start time of the CPRM Committee meeting will be 10:00 a.m.)"" from section 11.1; and
Change section 28.1 to read ""All meetings will adjourn when Council, or Committee have completed all business listed on the agenda, or at 10:00 p.m., whichever is earlier. No meeting will proceed beyond the hour of 10:00 p.m.""; and
Delete sections 28.2 and 28.3.; and
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation. Upon review of that material by the Mayor/Chair, City Manager or City Clerk, if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting
",Yes,CARRIED
40,Regular Meeting of Council,1/27/2020,Lisa Kearns,"Direct the Chief Financial Officer to review the citys Debt Policy taking into consideration commitments and other long-term obligations including those that are financially supported by community groups, partners and/or stakeholders.",Yes,CARRIED
41,Regular Meeting of Council,1/27/2020,Lisa Kearns,Direct the City Manager to consider adding a business license review as a candidate project under the audit and accountability fund.,No,LOST
42,Regular Meeting of Council,1/27/2020,Lisa Kearns,"Receive the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January 2020, prepared by SGL Planning & Design and attached as Appendix A to community planning department report PL-02-20; and
Endorse the recommended concept (also referred to as the preliminary preferred concept) as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A), amended as follows:

Exclude from endorsement, subject to the considerations in 2, the recommended concept for the lands identified as:

Village Square Precinct V2 sub area; and
Downtown East Precinct located east of Elizabeth Street and south of Lions Park, and the block bounded by John Street, Maria Street, Elizabeth Street, and James Street; and


Direct the Executive Director of Community Planning, Regulation, and Mobility to consider the following during the development of policy modifications to the adopted Official Plan:

appropriate built form;
enhancement of transition provisions in the Downtown East Mixed-Use Precinct, to ensure an appropriate interface with the areas to both the east and the north;
enhancement of provisions to protect the existing character and streetscape of the Downtown East Mixed-Use Precinct, with particular attention to the pedestrian experience on Elizabeth Street;
appropriate built form in the V2 area of Village Square Precinct, with appropriate performance standards to avoid or mitigate potential impacts from new development on the existing low-rise buildings on Martha Street and existing low-rise buildings west of Pearl Street;
policy or mapping-based solutions to acknowledge, protect, and enhance existing community institutions or other private organizations that provide public services or amenities; and




Recognize the need for a transportation corridor through the Mid-Brant Precinct without presupposing that it must be a road, to allow consideration of the appropriate function of the new transportation corridor during the block planning exercise; and
Direct the Executive Director of Community Planning, Regulation and Mobility to consider, during the development of policy modifications to the adopted Official Plan, enhancement of transition provisions in the Upper Brant Mixed-Use Precinct north of Ghent Avenue to ensure an appropriate interface with the established neighbourhoods to the east; and

Direct the Director of Community Planning to prepare detailed modifications to the Adopted Official Plan to implement the recommended concept as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A).",Yes,CARRIED
43,Regular Meeting of Council,1/27/2020,Rory Nisan,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
44,Regular Meeting of Council,1/27/2020,Rory Nisan,"Approve the request by Coral Gable Custom Homes to remove one City-owned tree (8 cm Honey Locust) from the City's road allowance at 310 Appleby Line to allow driveway access as part of a development application as outlined in roads, parks and forestry department report RPF-01-20; and
Instruct Coral Gable Custom Homes to provide compensation for the tree removal by providing cash in lieu of replacement totaling $800.  The approved appraisal method is aggregate caliper; and
Direct that all associated costs with respect to the removal of the tree will be the responsibility of Coral Gable Custom Homes, and the contractor hired to removed the tree will be approved by the Manager of Urban Forestry of designate.",Yes,CARRIED
45,Regular Meeting of Council,1/27/2020,Rory Nisan,"Deny the request to remove a public tree at 2123 Kevin Crescent as outlined in roads, parks and forestry department report RPF-03-20.",Yes,CARRIED
46,Regular Meeting of Council,1/27/2020,Rory Nisan,"Approve the request by the homeowner at 297 Kent Crescent to remove the small city tree to widen the property driveway as outlined in roads, parks, and forestry department report RPF-04-20; and 
Instruct the homeowner, Brian Krog, to provide compensation for the tree removal by providing cash in lieu of replacement totaling $1400.  The funds will provide for a new tree to be planted in front of the house and provide care and maintenance for the first two years; and
Direct that all associated costs with respect to the removal of the tree (including stump removal) will be the responsibility of the homeowner, and the contractor hired to remove the tree will require approval by the Manager of Urban Forestry or designate; and 
Restrict the width of the new driveway to an additional 2m to allow for an enlarged tree protection zone for the tree in front of 299 Kent Crescent. ",Yes,CARRIED
47,Regular Meeting of Council,1/27/2020,Rory Nisan,"Approve the Urban Private Tree Bylaw 02-2020, Appendix A to roads, parks and forestry department report RPF-05-20 and repeal existing Bylaw 43-2018 Pilot Private Tree Bylaw, effective January 27, 2020; and
Amend Rates and Fees By-law 52-2019 by replacing page 38 of Appendix A to reflect the amended fees; and
Approve Option 3 - apply the Private Tree By-law to the extent of the Urban Boundary currently and continue consultation with rural landowners, and
Approve Option 3 - cash in Lieu of replacement of $400.00 per replacement tree considered a 30 mm deciduous tree and 125 cm conifer. Number of trees to be calculated as one 30 mm caliper replacement tree for every 10 cm tree cut down.",Yes,CARRIED
48,Regular Meeting of Council,1/27/2020,Rory Nisan,Receive and file legal department report L-01-20 regarding a litigation update.,Yes,CARRIED
49,Regular Meeting of Council,1/27/2020,Rory Nisan,"Approve the application submitted by Bloomfield Developments to draft approve a residential plan of subdivision consisting of 4 lots, 3 blocks and a public road at 5219 Upper Middle Road, 2004 & 2005 Georgina Court and Blocks 262 & 263 of Plan 20M-824, as shown in Appendix A of community planning department report PL-05-20, subject to the conditions contained in Appendix B of that report.",Yes,CARRIED
50,Regular Meeting of Council,1/27/2020,Rory Nisan,"Amend procedure by-law update (CL-01-20) with the following:
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation.  Upon review of that material by the Mayor/Chair, City Manager or City Clerk,  if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting",Yes,CARRIED
51,Regular Meeting of Council,2/24/2020,Marianne Meed Ward,"State an intention to amend By-law 61-2008 pursuant to Part IV of the Ontario Heritage Act, section 30.1(1), as shown in the draft amending by-law attached as Appendix C to community planning report PL-04-20; and
Direct the Director of Community Planning to provide notice of Councils intention to amend By-law 61-2008, in accordance with section 30.1(1) of the Ontario Heritage Act; and
Authorize the City Clerk to present the amending by-law to Council, provided there is no objection to the statement of intention to amend designation By-law 61-2008; and
Authorize the City Clerk to take the necessary actions in the event of any objection to the statement of intention to amend By-law 61-2008 pursuant to Part IV of the Ontario Heritage Act, section 29(7).",Yes,CARRIED
52,Regular Meeting of Council,2/24/2020,Marianne Meed Ward,"Endorse the distribution of servicing allocation through the 2020 Regional Allocation Program to the landowners / developers of lands described in the Allocation Request (attached as Appendix 1 to community planning department report PL-10-20), and as shown on the Allocation Request Map (attached as Appendix 4 to community planning department report PL-10-20); and
Authorize the Director of Community Planning to endorse any minor changes to the distribution of servicing allocation which may arise as the Region advances the program; and  
Direct the City Clerk to forward a copy of community planning department report PL-10-20 together with Council resolution to the Region of Halton and the Towns of Oakville, Milton and Halton Hills. ",Yes,CARRIED
53,Regular Meeting of Council,2/24/2020,Marianne Meed Ward,Receive and file recreation services report RS-01-20 regarding community development initiatives Beyond Your Front Door and Blue Zones.,Yes,CARRIED
54,Regular Meeting of Council,2/24/2020,Marianne Meed Ward,"Approve the Framework for Community Recreation in the City of Burlington (""New Framework"") as presented in Appendix A of report PR-11-19 to be the guiding policy document for the department of recreation services; and 
Rescind the following Council approved polices; Leisure Service Delivery Policy (PR-7-00), Community Development (Rec-017), and Gender Equity in the Allocation of Public Recreation Spaces (PR-05-07)",Yes,CARRIED
55,Regular Meeting of Council,2/24/2020,Marianne Meed Ward,"Suspend the rules of procedure to waive the requirements of notice to allow for a reconsideration of regarding Nelson Quarry Staff Direction (SD-29-19), in accordance with procedure by-law 04-2020, s. 33.",Yes,CARRIED
